Rk,Squad,Comp,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
29, Elche,es La Liga,30,38.0,551,336,324,189,38,210,577,36.4,367,357,97,260,386,937,689,10
30, Everton,eng Premier League,29,38.0,640,381,325,242,73,266,664,40.1,398,458,157,301,392,1032,847,19
31, Fiorentina,it Serie A,30,38.0,496,263,228,198,70,229,544,42.1,315,362,127,235,388,884,619,8
32, Freiburg,de Bundesliga,24,34.0,431,247,188,186,57,168,448,37.5,280,365,118,247,452,883,631,8
33, Fulham,eng Premier League,28,38.0,601,329,282,231,88,254,581,43.7,327,356,95,261,437,1038,794,13
34, Genoa,it Serie A,34,38.0,555,309,293,197,65,255,640,39.8,385,437,123,314,520,1075,785,12
35, Getafe,es La Liga,31,38.0,579,352,232,276,71,241,619,38.9,378,361,53,308,393,972,615,4
36, Granada,es La Liga,34,38.0,499,279,226,213,60,185,468,39.5,283,388,128,260,392,891,764,7
37, Hellas Verona,it Serie A,32,38.0,465,269,224,183,58,173,413,41.9,240,374,144,230,492,957,756,12
38, Hertha BSC,de Bundesliga,32,34.0,485,270,242,201,42,205,493,41.6,288,377,89,288,417,902,687,8
39, Hoffenheim,de Bundesliga,30,34.0,508,296,229,204,75,229,539,42.5,310,370,90,280,431,939,619,8
40, Huesca,es La Liga,27,38.0,556,321,309,191,56,239,579,41.3,340,342,83,259,437,993,616,7
41, Inter,it Serie A,25,38.0,506,286,214,206,86,213,527,40.4,314,383,102,281,371,877,582,8
42, Juventus,it Serie A,30,38.0,566,323,244,242,80,243,612,39.7,369,390,114,276,458,1024,581,14
43, Köln,de Bundesliga,28,34.0,586,328,299,234,53,248,546,45.4,298,382,101,281,429,1015,670,8
44, Lazio,it Serie A,30,38.0,595,346,284,244,67,254,678,37.5,424,404,92,312,445,1040,649,7
45, Leeds United,eng Premier League,23,38.0,740,417,378,279,83,310,769,40.3,459,406,149,257,397,1137,646,26
46, Leicester City,eng Premier League,27,38.0,681,403,319,263,99,295,676,43.6,381,386,90,296,438,1119,685,9
47, Lens,fr Ligue 1,27,38.0,601,358,264,253,84,237,533,44.5,296,375,92,283,508,1109,690,12
48, Levante,es La Liga,29,38.0,511,282,268,188,55,208,543,38.3,335,335,93,242,435,946,681,15
49, Leverkusen,de Bundesliga,30,34.0,500,282,209,238,53,213,498,42.8,285,368,87,281,322,822,481,10
50, Lille,fr Ligue 1,21,38.0,653,370,273,288,92,305,707,43.1,402,339,90,249,424,1077,590,6
51, Liverpool,eng Premier League,28,38.0,526,303,195,231,100,220,543,40.5,323,338,58,280,347,873,563,20
52, Lorient,fr Ligue 1,27,38.0,722,424,353,303,66,333,812,41.0,479,422,114,308,527,1249,670,11
53, Lyon,fr Ligue 1,29,38.0,584,346,251,249,84,264,639,41.3,375,366,115,251,408,992,594,14
54, M'Gladbach,de Bundesliga,23,34.0,503,307,221,221,61,215,531,40.5,316,424,116,308,436,939,616,6
55, Mainz 05,de Bundesliga,31,34.0,593,364,266,239,88,258,574,44.9,316,419,109,310,500,1093,662,6
56, Manchester City,eng Premier League,24,38.0,498,271,198,212,88,234,576,40.6,342,310,82,228,319,817,453,11
57, Manchester Utd,eng Premier League,29,38.0,551,311,252,239,60,231,572,40.4,341,418,116,302,386,937,634,20
58, Marseille,fr Ligue 1,31,38.0,655,391,266,302,87,313,667,46.9,354,365,105,260,442,1097,710,12
59, Metz,fr Ligue 1,27,38.0,685,417,368,252,65,305,675,45.2,370,394,116,278,572,1257,745,9
60, Milan,it Serie A,29,38.0,627,357,299,257,71,276,605,45.6,329,435,133,302,382,1009,732,13
61, Monaco,fr Ligue 1,30,38.0,733,432,296,346,91,332,696,47.7,364,356,66,290,436,1169,513,15
62, Montpellier,fr Ligue 1,25,38.0,529,334,301,183,45,284,707,40.2,423,372,150,222,420,949,705,14
63, Nantes,fr Ligue 1,25,38.0,697,385,357,270,70,369,778,47.4,409,391,107,284,464,1161,707,6
64, Napoli,it Serie A,25,38.0,574,345,280,213,81,257,635,40.5,378,381,98,283,369,943,532,17
65, Newcastle Utd,eng Premier League,27,38.0,512,268,257,213,42,207,547,37.8,340,423,160,263,362,874,908,10
66, Nice,fr Ligue 1,31,38.0,599,364,281,243,75,256,628,40.8,372,355,123,232,435,1034,644,15
67, Nîmes,fr Ligue 1,33,38.0,625,372,301,244,80,310,709,43.7,399,407,122,285,501,1126,710,17
68, Osasuna,es La Liga,28,38.0,524,281,223,217,84,224,552,40.6,328,349,100,249,392,916,774,7
69, Paris S-G,fr Ligue 1,33,38.0,609,385,217,278,114,293,700,41.9,407,327,81,246,373,982,448,22
70, Parma,it Serie A,42,38.0,585,317,317,215,53,269,695,38.7,426,412,116,296,463,1048,806,14
71, RB Leipzig,de Bundesliga,25,34.0,460,305,167,229,64,190,460,41.3,270,336,63,273,353,813,504,5
72, Real Madrid,es La Liga,30,38.0,531,318,266,188,77,192,532,36.1,340,344,83,261,401,932,544,12
73, Real Sociedad,es La Liga,30,38.0,547,322,240,227,80,200,480,41.7,280,353,96,257,315,862,563,5
74, Reims,fr Ligue 1,29,38.0,656,372,336,242,78,276,645,42.8,369,335,121,214,487,1143,762,18
75, Rennes,fr Ligue 1,32,38.0,587,337,242,254,91,234,564,41.5,330,347,74,273,361,948,510,12
76, Roma,it Serie A,31,38.0,478,273,192,218,68,206,582,35.4,376,360,83,277,489,967,521,26
77, Saint-Étienne,fr Ligue 1,40,38.0,716,428,394,253,69,326,700,46.6,374,374,88,286,471,1187,665,10
78, Sampdoria,it Serie A,27,38.0,576,326,275,235,66,251,634,39.6,383,470,154,316,453,1029,745,6
79, Sassuolo,it Serie A,28,38.0,528,310,276,164,88,241,543,44.4,302,383,141,242,426,954,629,11
80, Schalke 04,de Bundesliga,42,34.0,552,337,283,224,45,203,546,37.2,343,437,143,294,411,963,693,12
81, Sevilla,es La Liga,26,38.0,492,297,220,200,72,184,510,36.1,326,310,90,220,362,854,636,10
82, Sheffield Utd,eng Premier League,27,38.0,634,356,325,239,70,294,720,40.8,426,442,152,290,351,985,839,19
83, Southampton,eng Premier League,29,38.0,727,419,335,325,67,341,731,46.6,390,439,95,344,401,1128,681,10
84, Spezia,it Serie A,35,38.0,568,320,264,223,81,265,617,42.9,352,364,101,263,394,962,551,12
85, Strasbourg,fr Ligue 1,26,38.0,633,396,313,247,73,280,615,45.5,335,303,77,226,521,1154,641,11
86, Stuttgart,de Bundesliga,29,34.0,496,294,227,201,68,235,531,44.3,296,379,108,271,426,922,654,8
87, Torino,it Serie A,29,38.0,530,306,241,205,84,247,569,43.4,322,412,127,285,444,974,727,13
88, Tottenham,eng Premier League,24,38.0,636,361,313,244,79,277,683,40.6,406,434,147,287,342,978,795,15
89, Udinese,it Serie A,33,38.0,502,294,264,199,39,209,547,38.2,338,428,131,297,440,942,683,8
90, Union Berlin,de Bundesliga,27,34.0,503,283,240,218,45,232,501,46.3,269,367,85,282,405,908,605,9
91, Valencia,es La Liga,30,38.0,463,277,241,163,59,198,592,33.4,394,372,123,249,391,854,785,12
92, Valladolid,es La Liga,32,38.0,559,321,285,208,66,247,681,36.3,434,379,102,277,431,990,812,9
93, Villarreal,es La Liga,29,38.0,539,313,256,205,78,239,588,40.6,349,358,101,257,371,910,638,17
94, Werder Bremen,de Bundesliga,27,34.0,542,333,270,217,55,228,556,41.0,328,368,101,267,407,949,798,10
95, West Brom,eng Premier League,30,38.0,581,328,329,192,60,271,656,41.3,385,455,159,296,435,1016,876,13
96, West Ham,eng Premier League,24,38.0,514,280,269,195,50,224,573,39.1,349,405,124,281,437,951,779,11
97, Wolfsburg,de Bundesliga,26,34.0,594,363,271,256,67,271,599,45.2,328,465,79,386,477,1071,700,6
98, Wolves,eng Premier League,27,38.0,588,335,322,220,46,277,611,45.3,334,359,117,242,432,1020,727,15
1, Alavés,es La Liga,33,38.0,550,322,271,221,58,262,637,41.1,375,373,106,267,375,925,890,7
2, Angers,fr Ligue 1,30,38.0,619,370,301,253,65,284,659,43.1,375,384,99,285,423,1042,631,9
3, Arminia,de Bundesliga,26,34.0,549,311,270,235,44,238,543,43.8,305,395,110,285,421,970,770,7
4, Arsenal,eng Premier League,27,38.0,540,311,261,195,84,244,500,48.8,256,386,123,263,296,836,658,20
5, Aston Villa,eng Premier League,31,38.0,634,382,300,259,75,300,649,46.2,349,453,140,313,339,973,693,13
6, Atalanta,it Serie A,32,38.0,630,341,252,271,107,299,635,47.1,336,436,96,340,441,1071,483,6
7, Athletic Club,es La Liga,26,38.0,508,292,217,216,75,224,582,38.5,358,411,128,283,339,847,788,8
8, Atlético Madrid,es La Liga,26,38.0,636,346,290,279,67,293,619,47.3,326,372,98,274,365,1001,649,14
9, Augsburg,de Bundesliga,26,34.0,561,335,254,236,71,250,584,42.8,334,397,116,281,363,924,769,12
10, Barcelona,es La Liga,38,38.0,587,331,236,270,81,244,493,49.5,249,346,85,261,325,912,467,17
11, Bayern Munich,de Bundesliga,30,34.0,563,338,231,237,95,259,559,46.3,300,338,68,270,349,912,404,18
12, Betis,es La Liga,31,38.0,662,392,322,261,79,324,695,46.6,371,386,112,274,361,1023,777,11
13, Bochum,de Bundesliga,28,34.0,566,353,298,199,69,277,574,48.3,297,420,119,301,429,995,616,13
14, Bologna,it Serie A,36,38.0,530,298,261,202,67,216,528,40.9,312,384,127,257,370,900,678,5
15, Bordeaux,fr Ligue 1,39,38.0,642,377,321,243,78,323,741,43.6,418,357,104,253,454,1096,688,19
16, Brentford,eng Premier League,29,38.0,607,342,299,228,80,291,616,47.2,325,383,113,270,393,1000,863,7
17, Brest,fr Ligue 1,25,38.0,682,400,342,249,91,310,655,47.3,345,369,108,261,469,1151,707,4
18, Brighton,eng Premier League,26,38.0,668,403,306,257,105,243,563,43.2,320,480,150,330,358,1026,723,12
19, Burnley,eng Premier League,23,38.0,590,324,273,235,82,250,534,46.8,284,509,211,298,410,1000,887,18
20, Cádiz,es La Liga,33,38.0,647,380,346,238,63,301,711,42.3,410,390,106,284,413,1060,768,5
21, Cagliari,it Serie A,33,38.0,557,303,263,229,65,230,544,42.3,314,406,128,278,397,954,747,5
22, Celta Vigo,es La Liga,25,38.0,696,409,324,279,93,286,762,37.5,476,423,91,332,376,1072,634,11
23, Chelsea,eng Premier League,26,38.0,621,348,267,269,85,257,567,45.3,310,408,96,312,347,968,641,15
24, Clermont Foot,fr Ligue 1,28,38.0,622,361,285,262,75,291,665,43.8,374,372,99,273,386,1008,527,9
25, Crystal Palace,eng Premier League,24,38.0,637,374,323,236,78,273,575,47.5,302,452,135,317,333,970,761,5
26, Dortmund,de Bundesliga,33,34.0,541,322,232,236,73,255,550,46.4,295,351,82,269,347,888,519,11
27, Eint Frankfurt,de Bundesliga,27,34.0,595,330,260,252,83,283,673,42.1,390,435,95,340,377,972,592,12
28, Elche,es La Liga,28,38.0,589,325,335,191,63,268,622,43.1,354,367,126,241,305,894,769,14
29, Empoli,it Serie A,28,38.0,568,327,268,208,92,273,606,45.0,333,451,177,274,352,920,772,10
30, Espanyol,es La Liga,34,38.0,557,338,308,196,53,275,646,42.6,371,360,114,246,326,883,892,20
31, Everton,eng Premier League,33,38.0,705,402,369,252,84,336,735,45.7,399,496,140,356,365,1070,815,15
32, Fiorentina,it Serie A,28,38.0,508,301,232,203,73,268,540,49.6,272,357,91,266,244,752,407,15
33, Freiburg,de Bundesliga,26,34.0,518,299,246,207,65,215,477,45.1,262,352,130,222,355,873,751,13
34, Genoa,it Serie A,40,38.0,739,416,324,302,113,349,727,48.0,378,487,134,353,449,1188,751,15
35, Getafe,es La Liga,31,38.0,587,360,266,243,78,248,594,41.8,346,400,96,304,401,988,719,8
36, Granada,es La Liga,32,38.0,611,343,310,240,61,274,632,43.4,358,437,130,307,326,937,841,8
37, Greuther Fürth,de Bundesliga,29,34.0,568,336,258,252,58,270,567,47.6,297,416,124,292,374,942,712,8
38, Hellas Verona,it Serie A,31,38.0,534,308,248,214,72,238,557,42.7,319,414,107,307,392,926,779,9
39, Hertha BSC,de Bundesliga,36,34.0,546,321,294,197,55,252,544,46.3,292,377,105,272,406,952,816,15
40, Hoffenheim,de Bundesliga,32,34.0,483,291,191,216,76,223,484,46.1,261,390,88,302,285,768,520,17
41, Inter,it Serie A,27,38.0,588,332,265,240,83,247,545,45.3,298,360,110,250,332,920,485,11
42, Juventus,it Serie A,32,38.0,555,316,260,217,78,236,529,44.6,293,392,134,258,332,887,677,9
43, Köln,de Bundesliga,26,34.0,598,361,264,246,88,288,665,43.3,377,442,99,343,426,1024,628,10
44, Lazio,it Serie A,27,38.0,578,339,246,255,77,238,621,38.3,383,416,144,272,315,893,565,10
45, Leeds United,eng Premier League,29,38.0,787,437,396,298,93,408,886,46.0,478,473,143,330,395,1182,621,15
46, Leicester City,eng Premier League,28,38.0,690,384,336,270,84,306,720,42.5,414,469,146,323,367,1057,777,15
47, Lens,fr Ligue 1,28,38.0,591,359,273,243,75,266,602,44.2,336,360,99,261,455,1046,616,7
48, Levante,es La Liga,31,38.0,558,305,268,212,78,237,611,38.8,374,326,110,216,377,935,735,12
49, Leverkusen,de Bundesliga,29,34.0,484,281,235,199,50,225,493,45.6,268,350,101,249,360,844,620,12
50, Lille,fr Ligue 1,26,38.0,653,359,310,274,69,305,619,49.3,314,351,111,240,377,1030,672,6
51, Liverpool,eng Premier League,27,38.0,554,320,207,240,107,233,576,40.5,343,359,74,285,340,894,523,8
52, Lorient,fr Ligue 1,29,38.0,696,412,337,292,67,383,811,47.2,428,405,115,290,412,1108,776,9
53, Lyon,fr Ligue 1,30,38.0,632,367,264,270,98,279,614,45.4,335,385,91,294,396,1028,621,17
54, M'Gladbach,de Bundesliga,26,34.0,572,345,260,252,60,285,615,46.3,330,402,91,311,326,898,553,13
55, Mainz 05,de Bundesliga,28,34.0,579,305,291,220,68,282,595,47.4,313,404,94,310,439,1018,584,9
56, Mallorca,es La Liga,33,38.0,607,332,301,235,71,248,551,45.0,303,374,119,255,344,951,826,9
57, Manchester City,eng Premier League,26,38.0,498,284,183,214,101,227,509,44.6,282,267,55,212,279,777,403,7
58, Manchester Utd,eng Premier League,29,38.0,585,358,320,197,68,265,608,43.6,343,404,133,271,340,925,704,20
59, Marseille,fr Ligue 1,27,38.0,556,319,252,238,66,232,501,46.3,269,263,65,198,327,883,437,10
60, Metz,fr Ligue 1,36,38.0,711,442,395,275,41,300,649,46.2,349,452,139,313,507,1218,782,11
61, Milan,it Serie A,28,38.0,697,421,304,288,105,281,583,48.2,302,371,110,261,355,1052,477,12
62, Monaco,fr Ligue 1,27,38.0,745,435,292,368,85,324,701,46.2,377,378,103,275,424,1169,487,10
63, Montpellier,fr Ligue 1,26,38.0,625,380,340,210,75,309,723,42.7,414,363,134,229,356,981,675,13
64, Nantes,fr Ligue 1,26,38.0,685,405,331,262,92,353,774,45.6,421,419,136,283,415,1100,680,9
65, Napoli,it Serie A,27,38.0,550,327,246,227,77,268,617,43.4,349,371,108,263,296,846,510,8
66, Newcastle Utd,eng Premier League,29,38.0,659,383,334,266,59,304,641,47.4,337,420,162,258,360,1019,776,14
67, Nice,fr Ligue 1,27,38.0,610,369,291,253,66,314,590,53.2,276,392,119,273,441,1051,595,7
68, Norwich City,eng Premier League,28,38.0,614,368,322,242,50,297,714,41.6,417,450,180,270,381,995,860,14
69, Osasuna,es La Liga,29,38.0,577,331,270,236,71,251,598,42.0,347,340,115,225,368,945,758,5
70, Paris S-G,fr Ligue 1,36,38.0,607,360,229,276,102,290,599,48.4,309,330,106,224,303,910,437,14
71, Rayo Vallecano,es La Liga,28,38.0,621,359,320,237,64,280,688,40.7,408,410,95,315,365,986,686,9
72, RB Leipzig,de Bundesliga,29,34.0,499,289,218,222,59,219,512,42.8,293,399,81,318,349,848,523,12
73, Real Madrid,es La Liga,31,38.0,560,345,281,195,84,211,502,42.0,291,379,114,265,334,894,526,17
74, Real Sociedad,es La Liga,32,38.0,586,339,271,234,81,260,546,47.6,286,382,105,277,348,934,703,6
75, Reims,fr Ligue 1,35,38.0,615,365,328,221,66,286,629,45.5,343,460,154,306,493,1108,753,7
76, Rennes,fr Ligue 1,28,38.0,546,318,234,215,97,261,550,47.5,289,347,92,255,315,861,646,12
77, Roma,it Serie A,29,38.0,613,362,282,253,78,283,622,45.5,339,383,82,301,385,998,552,9
78, Saint-Étienne,fr Ligue 1,39,38.0,695,397,341,265,89,295,638,46.2,343,398,93,305,452,1147,563,10
79, Salernitana,it Serie A,42,38.0,541,321,274,208,59,277,579,47.8,302,394,146,248,353,894,777,3
80, Sampdoria,it Serie A,34,38.0,562,327,277,217,68,288,629,45.8,341,383,134,249,443,1005,723,11
81, Sassuolo,it Serie A,29,38.0,482,271,252,163,67,236,574,41.1,338,422,127,295,314,796,664,19
82, Sevilla,es La Liga,33,38.0,534,302,252,211,71,236,542,43.5,306,367,124,243,270,804,603,18
83, Southampton,eng Premier League,25,38.0,602,340,285,243,74,248,581,42.7,333,430,132,298,446,1048,795,13
84, Spezia,it Serie A,30,38.0,580,343,301,205,74,266,585,45.5,319,465,176,289,372,952,736,8
85, Strasbourg,fr Ligue 1,26,38.0,660,392,302,257,101,293,626,46.8,333,380,93,287,433,1093,563,6
86, Stuttgart,de Bundesliga,34,34.0,532,307,231,236,65,241,530,45.5,289,386,124,262,342,874,708,8
87, Torino,it Serie A,31,38.0,531,314,223,234,74,228,440,51.8,212,375,108,267,423,954,651,4
88, Tottenham,eng Premier League,25,38.0,598,349,286,244,68,262,584,44.9,322,470,161,309,355,953,793,15
89, Troyes,fr Ligue 1,35,38.0,636,351,351,221,64,285,625,45.6,340,375,107,268,430,1066,656,8
90, Udinese,it Serie A,29,38.0,622,350,282,271,69,284,643,44.2,359,432,122,310,351,973,671,12
91, Union Berlin,de Bundesliga,28,34.0,538,296,266,223,49,268,568,47.2,300,322,90,232,376,914,657,7
92, Valencia,es La Liga,34,38.0,591,363,289,217,85,266,623,42.7,357,373,93,280,338,929,746,8
93, Venezia,it Serie A,39,38.0,613,352,325,217,71,273,626,43.6,353,495,202,293,388,1001,865,13
94, Villarreal,es La Liga,29,38.0,538,312,250,197,91,229,476,48.1,247,330,109,221,329,867,644,16
95, Watford,eng Premier League,30,38.0,614,356,341,213,60,278,626,44.4,348,440,148,292,444,1058,899,19
96, West Ham,eng Premier League,25,38.0,534,301,273,199,62,240,557,43.1,317,420,175,245,374,908,781,5
97, Wolfsburg,de Bundesliga,30,34.0,539,298,278,201,60,257,540,47.6,283,388,103,285,388,927,740,9
98, Wolves,eng Premier League,26,38.0,673,377,377,242,54,273,671,40.7,398,437,135,302,389,1062,820,20
