Rk,Squad,Comp,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,A-xAG,KP,1/3,PPA,CrsPA
38, vs Hoffenheim,de Bundesliga,23,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,29,Na,Na,Na,Na,Na
39, vs Hull City,eng Premier League,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,53,Na,Na,Na,Na,Na
40, vs Ingolstadt 04,de Bundesliga,22,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,38,Na,Na,Na,Na,Na
41, vs Inter,it Serie A,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,34,Na,Na,Na,Na,Na
42, vs Juventus,it Serie A,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,20,Na,Na,Na,Na,Na
43, vs Köln,de Bundesliga,26,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,34,Na,Na,Na,Na,Na
44, vs La Coruña,es La Liga,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,41,Na,Na,Na,Na,Na
45, vs Las Palmas,es La Liga,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,43,Na,Na,Na,Na,Na
46, vs Lazio,it Serie A,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,32,Na,Na,Na,Na,Na
47, vs Leganés,es La Liga,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,39,Na,Na,Na,Na,Na
48, vs Leicester City,eng Premier League,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,42,Na,Na,Na,Na,Na
49, vs Leverkusen,de Bundesliga,24,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,41,Na,Na,Na,Na,Na
50, vs Lille,fr Ligue 1,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,32,Na,Na,Na,Na,Na
51, vs Liverpool,eng Premier League,23,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,28,Na,Na,Na,Na,Na
52, vs Lorient,fr Ligue 1,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,47,Na,Na,Na,Na,Na
53, vs Lyon,fr Ligue 1,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,34,Na,Na,Na,Na,Na
54, vs M'Gladbach,de Bundesliga,24,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,40,Na,Na,Na,Na,Na
55, vs Mainz 05,de Bundesliga,28,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,47,Na,Na,Na,Na,Na
56, vs Málaga,es La Liga,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,38,Na,Na,Na,Na,Na
57, vs Manchester City,eng Premier League,25,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,29,Na,Na,Na,Na,Na
58, vs Manchester Utd,eng Premier League,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,18,Na,Na,Na,Na,Na
59, vs Marseille,fr Ligue 1,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,26,Na,Na,Na,Na,Na
60, vs Metz,fr Ligue 1,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,53,Na,Na,Na,Na,Na
61, vs Middlesbrough,eng Premier League,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,37,Na,Na,Na,Na,Na
62, vs Milan,it Serie A,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,30,Na,Na,Na,Na,Na
63, vs Monaco,fr Ligue 1,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,20,Na,Na,Na,Na,Na
64, vs Montpellier,fr Ligue 1,32,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,42,Na,Na,Na,Na,Na
65, vs Nancy,fr Ligue 1,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,33,Na,Na,Na,Na,Na
66, vs Nantes,fr Ligue 1,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,30,Na,Na,Na,Na,Na
67, vs Napoli,it Serie A,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,24,Na,Na,Na,Na,Na
68, vs Nice,fr Ligue 1,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,22,Na,Na,Na,Na,Na
69, vs Osasuna,es La Liga,35,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,66,Na,Na,Na,Na,Na
70, vs Palermo,it Serie A,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,53,Na,Na,Na,Na,Na
71, vs Paris S-G,fr Ligue 1,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,18,Na,Na,Na,Na,Na
72, vs Pescara,it Serie A,34,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,65,Na,Na,Na,Na,Na
73, vs RB Leipzig,de Bundesliga,23,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,28,Na,Na,Na,Na,Na
74, vs Real Madrid,es La Liga,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,30,Na,Na,Na,Na,Na
75, vs Real Sociedad,es La Liga,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,36,Na,Na,Na,Na,Na
76, vs Rennes,fr Ligue 1,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,33,Na,Na,Na,Na,Na
77, vs Roma,it Serie A,22,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,31,Na,Na,Na,Na,Na
78, vs Saint-Étienne,fr Ligue 1,34,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,33,Na,Na,Na,Na,Na
79, vs Sampdoria,it Serie A,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,46,Na,Na,Na,Na,Na
80, vs Sassuolo,it Serie A,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,42,Na,Na,Na,Na,Na
81, vs Schalke 04,de Bundesliga,29,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,32,Na,Na,Na,Na,Na
82, vs Sevilla,es La Liga,28,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,29,Na,Na,Na,Na,Na
83, vs Southampton,eng Premier League,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,33,Na,Na,Na,Na,Na
84, vs Sporting Gijón,es La Liga,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,49,Na,Na,Na,Na,Na
85, vs Stoke City,eng Premier League,26,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,38,Na,Na,Na,Na,Na
86, vs Sunderland,eng Premier League,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,51,Na,Na,Na,Na,Na
87, vs Swansea City,eng Premier League,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,44,Na,Na,Na,Na,Na
88, vs Torino,it Serie A,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,40,Na,Na,Na,Na,Na
89, vs Tottenham,eng Premier League,24,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,15,Na,Na,Na,Na,Na
90, vs Toulouse,fr Ligue 1,30,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,25,Na,Na,Na,Na,Na
91, vs Udinese,it Serie A,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,36,Na,Na,Na,Na,Na
92, vs Valencia,es La Liga,31,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,46,Na,Na,Na,Na,Na
93, vs Villarreal,es La Liga,27,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,18,Na,Na,Na,Na,Na
94, vs Watford,eng Premier League,33,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,47,Na,Na,Na,Na,Na
95, vs Werder Bremen,de Bundesliga,31,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,42,Na,Na,Na,Na,Na
96, vs West Brom,eng Premier League,23,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,39,Na,Na,Na,Na,Na
97, vs West Ham,eng Premier League,29,38.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,46,Na,Na,Na,Na,Na
98, vs Wolfsburg,de Bundesliga,31,34.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,33,Na,Na,Na,Na,Na
1, vs Alavés,es La Liga,26,38.0,14913,19419,76.8,276008,101430,6535,7568,86.4,6103,7324,83.3,1898,3487,54.4,31,36.6,36.4,-5.6,362,1307,365,88,1843
2, vs Amiens,fr Ligue 1,26,38.0,14392,18589,77.4,256009,97880,6579,7584,86.7,5658,6797,83.2,1664,3093,53.8,34,33.4,32.6,+0.6,380,1116,275,77,1570
3, vs Angers,fr Ligue 1,24,38.0,18285,22215,82.3,307062,108609,8798,9721,90.5,7267,8378,86.7,1596,2798,57.0,40,34.2,33.1,+5.8,349,1362,284,87,1843
4, vs Arsenal,eng Premier League,28,38.0,12313,16319,75.5,218281,85800,5823,6698,86.9,4500,5597,80.4,1500,2840,52.8,32,36.8,31.7,-4.8,367,973,288,65,1279
5, vs Atalanta,it Serie A,27,38.0,12352,16443,75.1,218763,88765,5765,6640,86.8,4612,5697,81.0,1537,2971,51.7,28,28.9,24.8,-0.9,298,922,225,78,1222
6, vs Athletic Club,es La Liga,27,38.0,13325,17674,75.4,241725,94220,5998,6949,86.3,5161,6360,81.1,1696,3219,52.7,32,33.9,31.0,-1.9,279,1026,239,82,1317
7, vs Atlético Madrid,es La Liga,29,38.0,15714,19648,80.0,292029,101682,6809,7753,87.8,6480,7601,85.3,2028,3316,61.2,15,29.2,26.7,-14.2,315,1273,279,77,1651
8, vs Augsburg,de Bundesliga,30,34.0,13895,17792,78.1,260292,96997,5671,6655,85.2,5919,6977,84.8,1850,3100,59.7,50,47.6,42.9,+2.4,399,1064,278,68,1445
9, vs Barcelona,es La Liga,30,38.0,11210,14681,76.4,200778,79040,5320,6078,87.5,4168,5053,82.5,1370,2612,52.5,25,34.3,29.6,-9.3,299,760,237,70,1092
10, vs Bayern Munich,de Bundesliga,24,34.0,9169,12463,73.6,170858,69464,3950,4723,83.6,3691,4476,82.5,1226,2463,49.8,22,16.5,16.4,+5.5,181,603,104,31,766
11, vs Betis,es La Liga,25,38.0,10604,14082,75.3,191886,75862,4788,5470,87.5,4120,4963,83.0,1321,2635,50.1,42,37.2,33.6,+4.8,321,819,259,67,1153
12, vs Bologna,it Serie A,29,38.0,15964,19888,80.3,284468,102723,7180,8031,89.4,6278,7379,85.1,1943,3200,60.7,40,36.3,32.6,+3.7,402,1268,317,87,1621
13, vs Bordeaux,fr Ligue 1,33,38.0,14300,18448,77.5,255200,97977,6516,7518,86.7,5626,6772,83.1,1671,3052,54.8,30,36.6,35.7,-6.6,365,1122,257,83,1477
14, vs Bournemouth,eng Premier League,28,38.0,16091,20430,78.8,277973,97717,7637,8629,88.5,6097,7231,84.3,1709,3238,52.8,48,39.0,36.3,+9.0,385,1267,350,74,1675
15, vs Brighton,eng Premier League,21,38.0,17677,21902,80.7,291899,97168,8772,9872,88.9,6753,7880,85.7,1482,2868,51.7,39,38.7,38.7,+0.3,426,1316,370,74,1830
16, vs Burnley,eng Premier League,23,38.0,16631,21331,78.0,287084,101192,7841,8946,87.6,6394,7673,83.3,1753,3363,52.1,43,45.2,41.7,-2.2,503,1187,385,103,1721
17, vs Caen,fr Ligue 1,26,38.0,15408,19643,78.4,272958,100267,6944,8001,86.8,6353,7533,84.3,1638,2983,54.9,33,42.5,37.8,-9.5,380,1142,271,76,1668
18, vs Cagliari,it Serie A,30,38.0,15017,19165,78.4,274264,100629,6527,7471,87.4,6151,7295,84.3,1872,3263,57.4,34,43.7,35.2,-9.7,457,1132,372,129,1594
19, vs Cardiff City,eng Premier League,25,38.0,17574,22088,79.6,287097,106936,8802,9958,88.4,6446,7742,83.3,1535,2833,54.2,53,43.4,37.4,+9.6,439,1261,360,56,1723
20, vs Celta Vigo,es La Liga,28,38.0,13631,17612,77.4,245633,91783,6380,7294,87.5,5145,6195,83.1,1698,3087,55.0,41,43.5,39.6,-2.5,370,1177,330,102,1503
21, vs Chelsea,eng Premier League,24,38.0,12084,15784,76.6,227292,84904,5137,5934,86.6,4930,5813,84.8,1629,3020,53.9,30,27.2,24.8,+2.8,256,887,235,70,1127
22, vs Chievo,it Serie A,36,38.0,17799,21910,81.2,319416,110562,7890,8875,88.9,7233,8409,86.0,2116,3393,62.4,54,45.8,41.1,+8.2,438,1357,360,93,1771
23, vs Crystal Palace,eng Premier League,26,38.0,16735,20996,79.7,296420,103194,7882,9030,87.3,6305,7413,85.1,1967,3238,60.7,35,35.7,33.7,-0.7,389,1469,331,91,1894
24, vs Dijon,fr Ligue 1,26,38.0,14672,18633,78.7,266909,105852,6527,7487,87.2,5857,7005,83.6,1820,3073,59.2,41,40.4,33.6,+0.6,389,1065,249,69,1532
25, vs Dortmund,de Bundesliga,23,34.0,12337,15855,77.8,229458,82942,5093,5936,85.8,5192,6138,84.6,1628,2763,58.9,25,25.1,29.6,-0.1,243,890,260,74,1290
26, vs Düsseldorf,de Bundesliga,24,34.0,16201,19758,82.0,288352,101712,7299,8193,89.1,6772,7770,87.2,1718,2807,61.2,35,42.7,43.0,-7.7,350,1296,277,80,1654
27, vs Eibar,es La Liga,25,38.0,10922,15956,68.5,206696,91696,4921,6084,80.9,4070,5435,74.9,1622,3380,48.0,39,37.2,29.7,+1.8,252,744,215,60,1070
28, vs Eint Frankfurt,de Bundesliga,30,34.0,12853,17072,75.3,237692,94270,5600,6624,84.5,5134,6187,83.0,1709,3056,55.9,38,39.9,39.5,-1.9,347,968,280,82,1370
29, vs Empoli,it Serie A,29,38.0,16476,20106,81.9,286327,102929,7634,8472,90.1,6528,7520,86.8,1762,2951,59.7,51,46.2,42.1,+4.8,499,1341,357,116,1649
30, vs Espanyol,es La Liga,25,38.0,14249,18279,78.0,259735,94116,6331,7221,87.7,5614,6736,83.3,1833,3261,56.2,26,35.9,35.0,-9.9,386,1163,301,93,1585
31, vs Everton,eng Premier League,23,38.0,13146,17729,74.1,233950,90410,6047,7110,85.0,5045,6259,80.6,1543,3100,49.8,24,31.2,31.1,-7.2,288,1002,255,57,1360
32, vs Fiorentina,it Serie A,27,38.0,12874,17040,75.6,223791,89707,6154,7071,87.0,4862,6086,79.9,1404,2802,50.1,32,28.5,27.2,+3.5,341,970,255,85,1357
33, vs Freiburg,de Bundesliga,28,34.0,15522,19165,81.0,291096,100095,6311,7140,88.4,6852,7875,87.0,1947,3172,61.4,46,44.6,44.8,+1.4,386,1209,320,86,1537
34, vs Frosinone,it Serie A,33,38.0,18496,22388,82.6,316166,107608,8869,9826,90.3,7260,8409,86.3,1819,3002,60.6,50,48.7,43.2,+1.3,491,1480,374,89,1801
35, vs Fulham,eng Premier League,28,38.0,16080,20508,78.4,285688,103831,7371,8429,87.4,6152,7397,83.2,1897,3317,57.2,59,48.2,40.1,+10.8,426,1259,382,101,1716
36, vs Genoa,it Serie A,31,38.0,16279,20367,79.9,289064,105440,7257,8220,88.3,6623,7804,84.9,1841,3113,59.1,40,36.6,32.6,+3.4,388,1207,349,99,1627
37, vs Getafe,es La Liga,26,38.0,14702,19627,74.9,268246,103844,6604,7765,85.0,5767,7067,81.6,1846,3533,52.3,18,29.8,29.8,-11.8,267,1107,245,66,1385
38, vs Girona,es La Liga,26,38.0,14706,18884,77.9,264914,99598,6716,7699,87.2,5958,7040,84.6,1656,3129,52.9,34,38.0,35.6,-4.0,386,1183,325,80,1624
39, vs Guingamp,fr Ligue 1,30,38.0,15938,20126,79.2,285765,110024,7192,8268,87.0,6378,7547,84.5,1843,3137,58.8,42,33.4,35.1,+8.6,337,1170,286,76,1658
40, vs Hannover 96,de Bundesliga,32,34.0,13724,17626,77.9,251328,93519,5969,6900,86.5,5565,6618,84.1,1739,2985,58.3,50,48.5,52.5,+1.5,443,1149,359,101,1533
41, vs Hertha BSC,de Bundesliga,26,34.0,13672,17667,77.4,242323,91389,6142,7093,86.6,5525,6608,83.6,1524,2818,54.1,43,46.6,46.8,-3.6,376,1105,291,69,1493
42, vs Hoffenheim,de Bundesliga,29,34.0,11999,15611,76.9,222155,88924,5155,5996,86.0,4942,5896,83.8,1528,2699,56.6,31,35.3,37.1,-4.3,359,933,302,76,1348
43, vs Huddersfield,eng Premier League,31,38.0,15904,20248,78.5,273887,101737,7466,8591,86.9,6201,7373,84.1,1614,2911,55.4,56,45.2,36.1,+10.8,407,1241,314,68,1590
44, vs Huesca,es La Liga,30,38.0,14546,18822,77.3,264799,98493,6398,7342,87.1,5951,7078,84.1,1749,3270,53.5,46,43.1,40.1,+2.9,334,1207,300,66,1576
45, vs Inter,it Serie A,23,38.0,12229,15792,77.4,220336,85087,5525,6309,87.6,4825,5738,84.1,1482,2744,54.0,22,26.4,24.5,-4.4,316,831,278,95,1208
46, vs Juventus,it Serie A,31,38.0,13679,17157,79.7,233691,85414,6736,7497,89.8,5105,6083,83.9,1382,2586,53.4,19,23.5,20.9,-4.5,316,974,212,60,1250
47, vs Lazio,it Serie A,30,38.0,15314,19222,79.7,270532,95812,6920,7787,88.9,6129,7283,84.2,1745,3014,57.9,25,30.8,26.7,-5.8,331,1064,236,62,1455
48, vs Leganés,es La Liga,29,38.0,16214,20639,78.6,300068,100295,6836,7826,87.3,6835,8045,85.0,2025,3622,55.9,27,28.6,30.4,-1.6,285,1277,278,89,1596
49, vs Leicester City,eng Premier League,25,38.0,14135,18601,76.0,242955,90894,6766,7803,86.7,5322,6533,81.5,1495,2935,50.9,36,30.7,30.5,+5.3,301,1126,273,52,1465
50, vs Levante,es La Liga,26,38.0,13968,17889,78.1,253236,96118,6354,7213,88.1,5483,6551,83.7,1724,3121,55.2,41,51.4,47.4,-10.4,521,1068,374,103,1553
51, vs Leverkusen,de Bundesliga,21,34.0,10756,14540,74.0,200012,78888,4585,5480,83.7,4361,5366,81.3,1435,2648,54.2,35,32.8,28.7,+2.2,294,794,214,61,1187
52, vs Lille,fr Ligue 1,25,38.0,13457,17332,77.6,244364,92802,5927,6830,86.8,5386,6463,83.3,1664,2910,57.2,19,25.8,25.1,-6.8,264,968,218,54,1509
53, vs Liverpool,eng Premier League,23,38.0,11572,15810,73.2,202870,80749,5535,6452,85.8,4228,5296,79.8,1327,2872,46.2,16,20.2,20.2,-4.2,221,795,203,59,1047
54, vs Lyon,fr Ligue 1,25,38.0,11099,14770,75.1,196580,79997,5258,6087,86.4,4090,4985,82.0,1301,2666,48.8,27,28.9,24.8,-1.9,344,798,173,48,1109
55, vs M'Gladbach,de Bundesliga,22,34.0,13859,17142,80.8,252277,89380,5918,6643,89.1,5840,6701,87.2,1646,2757,59.7,27,37.4,40.4,-10.4,339,963,254,69,1334
56, vs Mainz 05,de Bundesliga,28,34.0,14350,18311,78.4,263472,99606,6188,7107,87.1,5943,7052,84.3,1790,3045,58.8,46,45.2,44.2,+0.8,385,1000,291,84,1439
57, vs Manchester City,eng Premier League,21,38.0,9950,13564,73.4,181073,73759,4566,5339,85.5,3733,4587,81.4,1253,2679,46.8,14,17.6,16.3,-3.6,179,610,166,41,802
58, vs Manchester Utd,eng Premier League,28,38.0,13430,17529,76.6,224440,85856,6749,7598,88.8,4761,5847,81.4,1330,2804,47.4,37,36.7,34.1,+0.3,371,1027,288,66,1336
59, vs Marseille,fr Ligue 1,24,38.0,12436,16229,76.6,224767,88104,5605,6504,86.2,4935,5951,82.9,1487,2787,53.4,29,24.6,25.0,+4.4,277,855,162,35,1213
60, vs Milan,it Serie A,23,38.0,14344,17948,79.9,250674,93653,6591,7399,89.1,5734,6697,85.6,1519,2711,56.0,21,29.2,26.5,-8.2,355,1113,290,92,1505
61, vs Monaco,fr Ligue 1,42,38.0,14366,18191,79.0,258655,97674,6432,7394,87.0,5754,6734,85.4,1697,2978,57.0,43,35.6,30.4,+7.4,318,990,240,82,1369
62, vs Montpellier,fr Ligue 1,25,38.0,15291,19401,78.8,272404,102116,6895,7887,87.4,6014,7087,84.9,1828,3178,57.5,25,30.0,27.0,-5.0,313,1012,212,63,1490
63, vs Nantes,fr Ligue 1,33,38.0,13464,17707,76.0,243143,96310,5970,7011,85.2,5442,6588,82.6,1569,2982,52.6,35,30.6,31.4,+4.4,283,1064,236,61,1448
64, vs Napoli,it Serie A,26,38.0,13784,17347,79.5,243802,98255,6458,7216,89.5,5260,6284,83.7,1585,2796,56.7,28,27.2,23.3,+0.8,322,882,271,95,1242
65, vs Newcastle Utd,eng Premier League,24,38.0,18449,23109,79.8,315246,107717,8766,9981,87.8,7050,8324,84.7,1900,3222,59.0,32,39.5,39.3,-7.5,349,1441,381,96,1868
66, vs Nice,fr Ligue 1,30,38.0,13791,17481,78.9,250849,92300,6143,6956,88.3,5460,6431,84.9,1741,2996,58.1,25,33.8,33.0,-8.8,367,1048,316,100,1506
67, vs Nîmes,fr Ligue 1,23,38.0,14638,18794,77.9,267644,104641,6217,7310,85.0,6163,7322,84.2,1775,3032,58.5,43,41.7,33.8,+1.3,359,1100,244,74,1627
68, vs Nürnberg,de Bundesliga,27,34.0,16091,19664,81.8,294074,101869,6746,7568,89.1,6987,8026,87.1,1883,3024,62.3,45,39.1,44.1,+5.9,393,1339,334,91,1862
69, vs Paris S-G,fr Ligue 1,30,38.0,11178,14334,78.0,191858,79130,5485,6190,88.6,3838,4594,83.5,1296,2460,52.7,23,27.3,22.4,-4.3,298,688,165,49,946
70, vs Parma,it Serie A,31,38.0,18675,22640,82.5,322816,108034,8603,9532,90.3,7711,8913,86.5,1800,3023,59.5,38,47.5,42.5,-9.5,596,1643,476,152,2157
71, vs Rayo Vallecano,es La Liga,29,38.0,13416,17602,76.2,250949,95976,5813,6721,86.5,5391,6499,83.0,1830,3275,55.9,51,41.0,38.1,+10.0,326,1203,327,94,1557
72, vs RB Leipzig,de Bundesliga,23,34.0,12788,17249,74.1,241968,89922,5204,6144,84.7,5416,6602,82.0,1769,3324,53.2,16,27.3,28.6,-11.3,224,761,193,54,1158
73, vs Real Madrid,es La Liga,27,38.0,12483,16019,77.9,221205,86266,5911,6674,88.6,4727,5617,84.2,1436,2676,53.7,32,33.0,27.3,-1.0,282,902,209,60,1158
74, vs Real Sociedad,es La Liga,30,38.0,13338,17566,75.9,246660,91628,5876,6814,86.2,5123,6225,82.3,1863,3370,55.3,30,34.2,34.2,-4.2,316,1063,284,94,1407
75, vs Reims,fr Ligue 1,27,38.0,16476,20598,80.0,293563,103307,7316,8318,88.0,6733,7857,85.7,1846,3196,57.8,22,29.0,34.4,-7.0,315,1299,250,90,1663
76, vs Rennes,fr Ligue 1,28,38.0,13661,17504,78.0,243971,92495,6204,7070,87.8,5398,6452,83.7,1592,2920,54.5,39,34.8,32.6,+4.2,362,1015,261,90,1482
77, vs Roma,it Serie A,26,38.0,14313,18211,78.6,245545,91810,6902,7669,90.0,5576,6714,83.1,1412,2782,50.8,34,38.3,30.3,-4.3,417,1009,286,92,1413
78, vs Saint-Étienne,fr Ligue 1,29,38.0,13420,17337,77.4,235190,89643,6299,7231,87.1,5162,6235,82.8,1504,2793,53.8,29,34.5,31.7,-5.5,366,978,234,60,1351
79, vs Sampdoria,it Serie A,24,38.0,13392,17320,77.3,250784,90463,5862,6650,88.2,5219,6291,83.0,1907,3290,58.0,27,37.5,32.7,-10.5,380,995,319,110,1404
80, vs Sassuolo,it Serie A,29,38.0,13640,17304,78.8,247904,90985,5952,6789,87.7,5548,6550,84.7,1663,2819,59.0,38,38.0,31.4,0.0,356,1071,313,105,1413
81, vs Schalke 04,de Bundesliga,32,34.0,13754,17542,78.4,248708,90373,5706,6632,86.0,5865,6872,85.3,1627,2786,58.4,35,32.6,30.2,+2.4,324,871,239,60,1317
82, vs Sevilla,es La Liga,27,38.0,13190,17254,76.4,243512,94681,5859,6810,86.0,5203,6303,82.5,1734,3144,55.2,29,31.2,30.9,-2.2,354,1041,263,68,1407
83, vs Southampton,eng Premier League,30,38.0,16244,21051,77.2,282476,101329,7503,8704,86.2,6346,7649,83.0,1724,3166,54.5,49,40.7,36.2,+8.3,383,1164,343,79,1574
84, vs SPAL,it Serie A,28,38.0,14079,17781,79.2,257366,95985,6018,6806,88.4,5885,6923,85.0,1736,2943,59.0,38,35.8,32.3,+2.2,407,1157,315,69,1519
85, vs Strasbourg,fr Ligue 1,26,38.0,14907,18700,79.7,262110,96321,6791,7676,88.5,5876,6948,84.6,1695,2937,57.7,30,35.7,32.2,-5.7,379,1074,262,87,1448
86, vs Stuttgart,de Bundesliga,26,34.0,14307,18252,78.4,258925,95081,6123,7064,86.7,6026,7078,85.1,1683,2936,57.3,48,39.4,42.0,+8.6,375,1105,294,82,1461
87, vs Torino,it Serie A,25,38.0,11927,16275,73.3,217038,90251,5314,6298,84.4,4658,5856,79.5,1533,2918,52.5,23,32.3,29.3,-9.3,356,926,263,80,1313
88, vs Tottenham,eng Premier League,28,38.0,11840,15982,74.1,217278,86532,5431,6334,85.7,4181,5215,80.2,1691,3167,53.4,28,33.6,29.1,-5.6,342,933,255,72,1198
89, vs Toulouse,fr Ligue 1,29,38.0,14245,18486,77.1,250013,95537,6668,7586,87.9,5384,6513,82.7,1635,3115,52.5,41,41.0,35.0,0.0,429,1146,289,90,1656
90, vs Udinese,it Serie A,31,38.0,16751,20721,80.8,292868,102757,7612,8474,89.8,6647,7771,85.5,1825,3076,59.3,36,41.1,38.7,-5.1,454,1340,357,121,1841
91, vs Valencia,es La Liga,25,38.0,16386,20420,80.2,286523,97984,7695,8578,89.7,6417,7494,85.6,1751,3189,54.9,19,26.7,33.2,-7.7,339,1258,300,96,1632
92, vs Valladolid,es La Liga,28,38.0,14608,18620,78.5,268861,101842,6432,7351,87.5,5897,6994,84.3,1872,3193,58.6,36,43.1,41.4,-7.1,369,1263,314,109,1642
